類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註
縣警局,UNA00530,中興里,澎湖縣馬公市中興里治平路36號,1.0,20.0,
縣警局,UNA00516,中興里,澎湖縣馬公市中興里治平路36號,1.0,250.0,
學校,UNA00553,五德里,澎湖縣馬公市五德里32號,1.0,333.0,
學校,UNA00554,五德里,澎湖縣馬公市五德里41號,1.0,490.0,
電信機房,UNA00548,石泉里,澎湖縣馬公市石泉里1之203號,1.0,404.0,
學校,UNA00547,石泉里,澎湖縣馬公市石泉里1號,1.0,300.0,
學校,UNA00573,光明里,澎湖縣馬公市光明里文光路17號,1.0,793.0,
大樓,UNA00264,光明里,澎湖縣馬公市光明里文光路34號,1.0,80.0,
大樓,UNA00262,光明里,澎湖縣馬公市光明里文光路48巷9號,1.0,86.0,
大樓,UNA00252,光明里,澎湖縣馬公市光明里文光路50號,1.0,36.0,
大樓,UNA00253,光明里,澎湖縣馬公市光明里文光路52之1號,1.0,25.0,
大樓,UNA00270,光明里,澎湖縣馬公市光明里文光路54巷3號,1.0,36.0,
大樓,UNA00266,光明里,澎湖縣馬公市光明里文光路82號,1.0,80.0,
大樓,UNA00274,光明里,澎湖縣馬公市光明里民族路143之1號,1.0,32.0,
大樓,UNA00275,光明里,澎湖縣馬公市光明里民族路143之2號,1.0,32.0,
大樓,UNA00255,光明里,澎湖縣馬公市光明里光復路107號,1.0,40.0,
大樓,UNA00265,光明里,澎湖縣馬公市光明里光復路125之1號,1.0,34.0,
大樓,UNA00263,光明里,澎湖縣馬公市光明里光復路125之2號,1.0,34.0,
大樓,UNA00261,光明里,澎湖縣馬公市光明里光復路125號,1.0,34.0,
大樓,UNA00256,光明里,澎湖縣馬公市光明里光復路127號,1.0,30.0,
大樓,UNA00268,光明里,澎湖縣馬公市光明里光復路129之2號,1.0,40.0,
大樓,UNA00269,光明里,澎湖縣馬公市光明里光復路129號,1.0,30.0,
大樓,UNA00602,光明里,澎湖縣馬公市光明里光復路155號,1.0,374.0,
大樓,UNA00601,光明里,澎湖縣馬公市光明里光復路157號,1.0,201.0,
大樓,UNA00260,光明里,澎湖縣馬公市光明里光復路169巷1號,1.0,148.0,
大樓,UNA00254,光明里,澎湖縣馬公市光明里光復路85號,1.0,25.0,
大樓,UNA00267,光明里,澎湖縣馬公市光明里光復路87號,1.0,25.0,
大樓,UNA00258,光明里,澎湖縣馬公市光明里光復路91號,1.0,34.0,
大樓,UNA00259,光明里,澎湖縣馬公市光明里光復路93號,1.0,90.0,
大樓,UNA00272,光明里,澎湖縣馬公市光明里光復路95號,1.0,94.0,
大樓,UNA00257,光明里,澎湖縣馬公市光明里光復路97號,1.0,30.0,
大樓,UNA00280,光明里,澎湖縣馬公市光明里自立路104號,1.0,52.0,
大樓,UNA00282,光明里,澎湖縣馬公市光明里自立路105號,1.0,41.0,
大樓,UNA00281,光明里,澎湖縣馬公市光明里自立路106號,1.0,82.0,
大樓,UNA00298,光明里,澎湖縣馬公市光明里忠孝路105號,1.0,150.0,
旅宿業,UNA00298,光明里,澎湖縣馬公市光明里忠孝路105號,1.0,150.0,
大樓,UNA00294,光明里,澎湖縣馬公市光明里忠孝路62號,1.0,60.0,
大樓,UNA00297,光明里,澎湖縣馬公市光明里忠孝路81號,1.0,44.0,
大樓,UNA00295,光明里,澎湖縣馬公市光明里忠孝路83號,1.0,44.0,
大樓,UNA00296,光明里,澎湖縣馬公市光明里忠孝路85號,1.0,44.0,
大樓,UNA00285,光明里,澎湖縣馬公市光明里忠孝路87號,1.0,42.0,
大樓,UNA00289,光明里,澎湖縣馬公市光明里忠孝路89巷10號,1.0,26.0,
大樓,UNA00290,光明里,澎湖縣馬公市光明里忠孝路89巷12號,1.0,26.0,
大樓,UNA00291,光明里,澎湖縣馬公市光明里忠孝路89巷14號,1.0,26.0,
大樓,UNA00292,光明里,澎湖縣馬公市光明里忠孝路89巷16號,1.0,26.0,
大樓,UNA00293,光明里,澎湖縣馬公市光明里忠孝路89巷18號,1.0,26.0,
大樓,UNA00288,光明里,澎湖縣馬公市光明里忠孝路89巷8號,1.0,26.0,
大樓,UNA00279,光明里,澎湖縣馬公市光明里明遠路12巷10之1號,1.0,30.0,
大樓,UNA00300,光明里,澎湖縣馬公市光明里明遠路12巷10之2號,1.0,26.0,
大樓,UNA00276,光明里,澎湖縣馬公市光明里明遠路12巷10之3號,1.0,26.0,
大樓,UNA00286,光明里,澎湖縣馬公市光明里明遠路12巷10之4號,1.0,26.0,
大樓,UNA00287,光明里,澎湖縣馬公市光明里明遠路12巷10之5號,1.0,26.0,
大樓,UNA00277,光明里,澎湖縣馬公市光明里明遠路12巷10之6號,1.0,26.0,
大樓,UNA00278,光明里,澎湖縣馬公市光明里明遠路12巷10之7號,1.0,26.0,
學校,UNA00271,光明里,澎湖縣馬公市光明里明遠路2號,1.0,1043.0,
旅宿業,UNA00299,光明里,澎湖縣馬公市光明里明遠路52號,1.0,333.0,
大樓,UNA00283,光明里,澎湖縣馬公市光明里信義路31之1號,1.0,48.0,
大樓,UNA00055,光復里,澎湖縣馬公市光復里三民路40號,1.0,164.0,
大樓,UNA00055,光復里,澎湖縣馬公市光復里三民路40號,1.0,164.0,
大樓,UNA00071,光復里,澎湖縣馬公市光復里中華路15之2號,1.0,81.0,
大樓,UNA00070,光復里,澎湖縣馬公市光復里中華路15之3號,1.0,81.0,
大樓,UNA00068,光復里,澎湖縣馬公市光復里中華路17之1號,1.0,94.0,
大樓,UNA00069,光復里,澎湖縣馬公市光復里中華路17號,1.0,80.0,
大樓,UNA00049,光復里,澎湖縣馬公市光復里中華路20號,1.0,80.0,
大樓,UNA00062,光復里,澎湖縣馬公市光復里中華路29之3號,1.0,102.0,
大樓,UNA00081,光復里,澎湖縣馬公市光復里中華路33號,1.0,150.0,
大樓,UNA00003,光復里,澎湖縣馬公市光復里中華路34號,1.0,20.0,
大樓,UNA00075,光復里,澎湖縣馬公市光復里中華路35之3號,1.0,24.0,
大樓,UNA00076,光復里,澎湖縣馬公市光復里中華路35號,1.0,30.0,
大樓,UNA00051,光復里,澎湖縣馬公市光復里中華路36號,1.0,50.0,
大樓,UNA00077,光復里,澎湖縣馬公市光復里中華路37號,1.0,28.0,
大樓,UNA00059,光復里,澎湖縣馬公市光復里中華路39之1號,1.0,24.0,
大樓,UNA00078,光復里,澎湖縣馬公市光復里中華路39號,1.0,30.0,
大樓,UNA00011,光復里,澎湖縣馬公市光復里中華路40號,1.0,20.0,
大樓,UNA00010,光復里,澎湖縣馬公市光復里中華路40號,1.0,22.0,
大樓,UNA00064,光復里,澎湖縣馬公市光復里中華路43巷2號,1.0,208.0,
大樓,UNA00085,光復里,澎湖縣馬公市光復里中華路43巷4號,1.0,208.0,
大樓,UNA00063,光復里,澎湖縣馬公市光復里中華路43巷6號,1.0,258.0,
大樓,UNA00058,光復里,澎湖縣馬公市光復里中華路43號,1.0,24.0,
大樓,UNA00047,光復里,澎湖縣馬公市光復里中華路44之2號,1.0,25.0,
大樓,UNA00048,光復里,澎湖縣馬公市光復里中華路44之3號,1.0,24.0,
大樓,UNA00079,光復里,澎湖縣馬公市光復里中華路45號,1.0,18.0,
大樓,UNA00084,光復里,澎湖縣馬公市光復里中華路49之2號,1.0,36.0,
大樓,UNA00083,光復里,澎湖縣馬公市光復里中華路49號,1.0,114.0,
大樓,UNA00045,光復里,澎湖縣馬公市光復里中華路52之2號,1.0,69.0,
大樓,UNA00003,光復里,澎湖縣馬公市光復里中華路59之2號,1.0,250.0,
大樓,UNA00056,光復里,澎湖縣馬公市光復里水源路2之1號,1.0,620.0,
公寓,UNA00057,光復里,澎湖縣馬公市光復里水源路2之1號,1.0,620.0,
公寓,UNA00072,光復里,澎湖縣馬公市光復里北辰街17巷1號,1.0,266.0,
大樓,UNA00080,光復里,澎湖縣馬公市光復里光復路18號,1.0,85.0,
大樓,UNA00061,光復里,澎湖縣馬公市光復里光復路20之3號,1.0,20.0,
大樓,UNA00060,光復里,澎湖縣馬公市光復里光復路20之4號,1.0,20.0,
大樓,UNA00057,光復里,澎湖縣馬公市光復里光復路20號,1.0,13.0,
大樓,UNA00074,光復里,澎湖縣馬公市光復里光復路48號,1.0,25.0,
公寓,UNA00073,光復里,澎湖縣馬公市光復里光復路66號,1.0,266.0,
百貨公司,UNA00599,光復里,澎湖縣馬公市光復里同和路158號,1.0,12968.0,
大樓,UNA00066,光復里,澎湖縣馬公市光復里治平路3之1號,1.0,208.0,
大樓,UNA00067,光復里,澎湖縣馬公市光復里治平路3號,1.0,208.0,
大樓,UNA00065,光復里,澎湖縣馬公市光復里治平路5號,1.0,208.0,
大樓,UNA00020,光復里,澎湖縣馬公市光復里新生路113巷11號,1.0,33.0,
大樓,UNA00021,光復里,澎湖縣馬公市光復里新生路113巷13號,1.0,32.0,
大樓,UNA00042,光復里,澎湖縣馬公市光復里新生路113巷15號,1.0,33.0,
大樓,UNA00043,光復里,澎湖縣馬公市光復里新生路113巷17號,1.0,33.0,
大樓,UNA00046,光復里,澎湖縣馬公市光復里新生路113巷19號,1.0,33.0,
大樓,UNA00026,光復里,澎湖縣馬公市光復里新生路113巷1號,1.0,33.0,
大樓,UNA00044,光復里,澎湖縣馬公市光復里新生路113巷21號,1.0,33.0,
大樓,UNA00038,光復里,澎湖縣馬公市光復里新生路113巷25號,1.0,33.0,
大樓,UNA00036,光復里,澎湖縣馬公市光復里新生路113巷26號,1.0,33.0,
大樓,UNA00039,光復里,澎湖縣馬公市光復里新生路113巷27號,1.0,33.0,
大樓,UNA00035,光復里,澎湖縣馬公市光復里新生路113巷28號,1.0,33.0,
大樓,UNA00040,光復里,澎湖縣馬公市光復里新生路113巷29號,1.0,33.0,
大樓,UNA00034,光復里,澎湖縣馬公市光復里新生路113巷30號,1.0,33.0,
大樓,UNA00041,光復里,澎湖縣馬公市光復里新生路113巷31號,1.0,33.0,
大樓,UNA00033,光復里,澎湖縣馬公市光復里新生路113巷32號,1.0,33.0,
大樓,UNA00027,光復里,澎湖縣馬公市光復里新生路113巷3號,1.0,33.0,
大樓,UNA00017,光復里,澎湖縣馬公市光復里新生路113巷5號,1.0,33.0,
大樓,UNA00018,光復里,澎湖縣馬公市光復里新生路113巷7號,1.0,33.0,
大樓,UNA00019,光復里,澎湖縣馬公市光復里新生路113巷9號,1.0,33.0,
大樓,UNA00025,光復里,澎湖縣馬公市光復里新生路115之1號,1.0,30.0,
大樓,UNA00031,光復里,澎湖縣馬公市光復里新生路16號,1.0,300.0,
大樓,UNA00037,光復里,澎湖縣馬公市光復里新生路23號,1.0,33.0,
大樓,UNA00002,光復里,澎湖縣馬公市光復里新生路46號,1.0,37.0,
大樓,UNA00013,光復里,澎湖縣馬公市光復里新生路53之1號,1.0,37.0,
大樓,UNA00014,光復里,澎湖縣馬公市光復里新生路53之2號,1.0,78.0,
大樓,UNA00001,光復里,澎湖縣馬公市光復里新生路62號,1.0,40.0,
大樓,UNA00050,光復里,澎湖縣馬公市光復里新生路64巷33號,1.0,93.0,
大樓,UNA00015,光復里,澎湖縣馬公市光復里新生路78號,1.0,33.0,
大樓,UNA00008,光復里,澎湖縣馬公市光復里漁隆路35號,1.0,14.0,
醫院,UNA00082,光復里,澎湖縣馬公市光復里樹德路14號,1.0,1180.0,
大樓,UNA00004,光復里,澎湖縣馬公市光復里興港北街2號,1.0,146.0,
大樓,UNA00009,光復里,澎湖縣馬公市光復里興港北街5號,1.0,53.0,
監理站,UNA00546,光華里,"23.558644069446053, 119.60494129884127",1.0,238.0,澎湖縣馬公市光華里121號
老人之家,UNA00579,光華里,澎湖縣馬公市光華里123號,1.0,573.0,
公寓,UNA00579,光榮里,澎湖縣馬公市光榮里三多路343號,1.0,5614.0,
公寓,UNA00578,光榮里,澎湖縣馬公市光榮里三多路351號,1.0,4227.0,
大樓,UNA00004,光榮里,澎湖縣馬公市光榮里三多路390巷18號,1.0,355.0,
旅宿業,UNA00594,光榮里,澎湖縣馬公市光榮里三多路390巷18號,1.0,355.0,
公寓,UNA00318,光榮里,澎湖縣馬公市光榮里三多路451號,1.0,3322.0,
大樓,UNA00325,光榮里,澎湖縣馬公市光榮里文光路106巷4之1號,1.0,56.0,
公寓,UNA00324,光榮里,澎湖縣馬公市光榮里文光路110號,1.0,578.0,
大樓,UNA00307,光榮里,澎湖縣馬公市光榮里文光路142巷4號,1.0,30.0,
大樓,UNA00309,光榮里,澎湖縣馬公市光榮里文光路162巷6號,1.0,20.0,
公寓,UNA00308,光榮里,澎湖縣馬公市光榮里文光路168巷49之2號,1.0,330.0,
旅宿業,UNA00596,光榮里,澎湖縣馬公市光榮里文光路216號,1.0,939.0,
大樓,UNA00314,光榮里,澎湖縣馬公市光榮里文光路49之1號,1.0,13.0,
大樓,UNA00311,光榮里,澎湖縣馬公市光榮里文光路63巷2號,1.0,26.0,
公寓,UNA00317,光榮里,澎湖縣馬公市光榮里文光路71號,1.0,394.0,
公寓,UNA00570,光榮里,澎湖縣馬公市光榮里文光路85號,1.0,3027.0,
大樓,UNA00320,光榮里,澎湖縣馬公市光榮里光復路185之3號,1.0,22.0,
大樓,UNA00322,光榮里,澎湖縣馬公市光榮里光復路223號,1.0,50.0,
大樓,UNA00321,光榮里,澎湖縣馬公市光榮里光復路229號,1.0,20.0,
大樓,UNA00323,光榮里,澎湖縣馬公市光榮里光復路283號,1.0,40.0,
公寓,UNA00327,光榮里,澎湖縣馬公市光榮里光復路293號,1.0,258.0,
大樓,UNA00312,光榮里,澎湖縣馬公市光榮里成功街17號,1.0,37.0,
大樓,UNA00326,光榮里,澎湖縣馬公市光榮里陽明路縣府新村25號,1.0,105.0,
醫院,UNA00551,安宅里,澎湖縣馬公市安宅里宅腳嶼91號,1.0,874.0,
法院,UNA00089,西文里,澎湖縣馬公市西文里101之11號,1.0,1286.0,
大樓,UNA00088,西文里,"23.568755822193154, 119.58902832127436",1.0,772.0,澎湖縣馬公市西文里102之11號
公寓,UNA00087,西文里,"23.568755822193154, 119.58904977894443",1.0,634.0,澎湖縣馬公市西文里102之8號
公寓,UNA00087,西文里,"23.568755822193154, 119.58902832127431",1.0,45.0,澎湖縣馬公市西文里102之9號
大樓,UNA00106,西文里,"23.568755822193154, 119.58904977894439",1.0,41.0,澎湖縣馬公市西文里113之60號
公寓,UNA00107,西文里,"23.568795157571728, 119.58904977894439",1.0,46.0,澎湖縣馬公市西文里12之5號
二信漁港分社,UNA00571,西文里,澎湖縣馬公市西文里240號,1.0,628.0,
法院,UNA00580,西文里,澎湖縣馬公市西文里310號,1.0,6933.0,
公寓,UNA00108,西文里,"23.565937018018275, 119.58616599894873",1.0,522.0,澎湖縣馬公市西文里63之29號
公寓,UNA00109,西文里,澎湖縣馬公市西文里63之40號,1.0,476.0,
學校,UNA00103,西文里,澎湖縣馬公市西文里中華路326號,1.0,693.0,
旅宿業,UNA00593,西文里,澎湖縣馬公市西文里文德路19號,1.0,341.0,
大樓,UNA00104,西文里,"23.56965049698968, 119.56911553953017",1.0,174.0,澎湖縣馬公市西文里惠民新村20號
大樓,UNA00304,西衛里,澎湖縣馬公市西衛里三多路286號,1.0,50.0,
學校,UNA00568,西衛里,澎湖縣馬公市西衛里六合路299號,1.0,1990.0,
學校,UNA00576,西衛里,澎湖縣馬公市西衛里六合路300號,1.0,1991.0,
學校,UNA00306,西衛里,澎湖縣馬公市西衛里六合路300號,1.0,3521.0,
大樓,UNA00303,西衛里,澎湖縣馬公市西衛里光復路327巷14號,1.0,28.0,
大樓,UNA00301,西衛里,澎湖縣馬公市西衛里敬業街2號,1.0,40.0,
大樓,UNA00302,西衛里,澎湖縣馬公市西衛里敬業街4號,1.0,40.0,
學校,UNA00539,東文里,澎湖縣馬公市東文里大賢街285號,1.0,541.0,
公寓,UNA00537,東文里,澎湖縣馬公市東文里文山路146號,1.0,121.0,
公寓,UNA00534,東文里,澎湖縣馬公市東文里文山路27巷1號,1.0,1014.0,
公寓,UNA00595,東文里,澎湖縣馬公市東文里文山路27巷8之5號,1.0,857.0,
公寓,UNA00541,東文里,澎湖縣馬公市東文里文山路69號,1.0,702.0,
公寓,UNA00536,東文里,澎湖縣馬公市東文里文山路79號,1.0,837.0,
公寓,UNA00538,東文里,澎湖縣馬公市東文里文明路101巷1號,1.0,732.0,
公寓,UNA00540,東文里,澎湖縣馬公市東文里文明路152號,1.0,513.0,
公寓,UNA00535,東文里,澎湖縣馬公市東文里文明路62號,1.0,712.0,
公寓,UNA00533,東文里,澎湖縣馬公市東文里文明路91號,1.0,136.0,
旅宿業,UNA00600,東文里,澎湖縣馬公市東文里民富街25號,1.0,560.0,
公寓,UNA00604,東文里,澎湖縣馬公市東文里民富街48巷30號,1.0,1126.0,
旅宿業,UNA00603,東文里,澎湖縣馬公市東文里東文澳123之1號,1.0,645.0,
旅宿業,UNA00590,東文里,澎湖縣馬公市東文里新店路390號,1.0,1920.0,
旅宿業,UNA00591,東文里,澎湖縣馬公市東文里新店路398號,1.0,2421.0,
旅宿業,UNA00584,東文里,澎湖縣馬公市東文里新店路420號,1.0,3040.0,
旅宿業,UNA00583,東文里,澎湖縣馬公市東文里新店路477號,1.0,2153.0,
學校,UNA00575,東衛里,澎湖縣馬公市東衛里169號,1.0,4056.0,
中華電信,UNA00549,東衛里,澎湖縣馬公市東衛里7號,1.0,1148.0,
大樓,UNA00339,長安里,"澎湖縣馬公市長安里中正路52號 ",1.0,150.0,
大樓,UNA00370,長安里,澎湖縣馬公市長安里中正路54號,1.0,60.0,
大樓,UNA00375,長安里,澎湖縣馬公市長安里中正路62號,1.0,40.0,
大樓,UNA00371,長安里,"澎湖縣馬公市長安里中正路64號 ",1.0,100.0,
大樓,UNA00372,長安里,澎湖縣馬公市長安里中正路66號,1.0,30.0,
大樓,UNA00358,長安里,"澎湖縣馬公市長安里中興路41號 ",1.0,110.0,
大樓,UNA00360,長安里,"澎湖縣馬公市長安里中興路51號 ",1.0,20.0,
大樓,UNA00361,長安里,澎湖縣馬公市長安里中興路53號,1.0,50.0,
大樓,UNA00362,長安里,澎湖縣馬公市長安里中興路59號,1.0,30.0,
大樓,UNA00340,長安里,"澎湖縣馬公市長安里中興路59號  ",1.0,336.0,
大樓,UNA00363,長安里,澎湖縣馬公市長安里中興路69號,1.0,50.0,
台灣銀行,UNA00450,長安里,澎湖縣馬公市長安里仁愛路24號,1.0,1000.0,
合作金庫,UNA00521,長安里,澎湖縣馬公市長安里仁愛路26號,1.0,710.0,
大樓,UNA00328,長安里,澎湖縣馬公市長安里建國路9號,1.0,230.0,
大樓,UNA00364,長安里,澎湖縣馬公市長安里民生路29號,1.0,25.0,
大樓,UNA00336,長安里,澎湖縣馬公市長安里民族路47號,1.0,140.0,
公車站,UNA00561,長安里,澎湖縣馬公市長安里民族路58之1號,1.0,50.0,
大樓,UNA00368,長安里,"澎湖縣馬公市長安里永興街10號 ",1.0,40.0,
大樓,UNA00365,長安里,澎湖縣馬公市長安里永興街2號,1.0,25.0,
大樓,UNA00366,長安里,澎湖縣馬公市長安里永興街5號,1.0,16.0,
大樓,UNA00367,長安里,澎湖縣馬公市長安里永興街9號,1.0,82.0,
大樓,UNA00379,長安里,澎湖縣馬公市長安里光明路40號,1.0,26.0,
大樓,UNA00374,長安里,澎湖縣馬公市長安里建國路17號,1.0,40.0,
旅宿業,UNA00338,長安里,澎湖縣馬公市長安里建國路3號,1.0,110.0,
大樓,UNA00319,重光里,"23.586965650111946, 119.57186146641156",1.0,550.0,澎湖縣馬公市重光里14之1號
大樓,UNA00507,重慶里,澎湖縣馬公市重慶里三民路33號,1.0,20.0,
大樓,UNA00508,重慶里,澎湖縣馬公市重慶里三民路35號,1.0,21.0,
大樓,UNA00509,重慶里,澎湖縣馬公市重慶里三民路37號,1.0,32.0,
大樓,UNA00505,重慶里,澎湖縣馬公市重慶里三民路5號,1.0,13.0,
旅宿業,UNA00466,重慶里,澎湖縣馬公市重慶里中興路23號,1.0,120.0,
大樓,UNA00446,重慶里,澎湖縣馬公市重慶里中興路31號,1.0,117.0,
大樓,UNA00438,重慶里,澎湖縣馬公市重慶里民生路15號,1.0,40.0,
大樓,UNA00472,重慶里,澎湖縣馬公市重慶里民權路56號,1.0,100.0,
大樓,UNA00473,重慶里,澎湖縣馬公市重慶里民權路78號,1.0,80.0,
大樓,UNA00469,重慶里,澎湖縣馬公市重慶里民權路81號,1.0,10.0,
大樓,UNA00511,重慶里,澎湖縣馬公市重慶里民權路82號,1.0,30.0,
大樓,UNA00470,重慶里,澎湖縣馬公市重慶里民權路83號,1.0,10.0,
旅宿業,UNA00586,重慶里,澎湖縣馬公市重慶里光明路10號,1.0,778.0,
旅宿業,UNA00465,重慶里,澎湖縣馬公市重慶里光明路2號,1.0,28.0,
大樓,UNA00439,重慶里,澎湖縣馬公市重慶里建國路14巷9號,1.0,170.0,
大樓,UNA00467,重慶里,澎湖縣馬公市重慶里重慶街16之1號,1.0,10.0,
大樓,UNA00452,重慶里,澎湖縣馬公市重慶里重慶街16號,1.0,12.0,
大樓,UNA00471,重慶里,澎湖縣馬公市重慶里重慶街1號,1.0,10.0,
大樓,UNA00451,重慶里,澎湖縣馬公市重慶里重慶街4號,1.0,200.0,
大樓,UNA00447,重慶里,澎湖縣馬公市重慶里重慶街15號,1.0,20.0,
大樓,UNA00444,重慶里,澎湖縣馬公市重慶里重慶街29號,1.0,20.0,
大樓,UNA00448,重慶里,澎湖縣馬公市重慶里重慶街29號,1.0,560.0,
大樓,UNA00475,重慶里,"23.56774060085153, 119.57060486836524",1.0,17.0,澎湖縣馬公市重慶里海埔路12號
大樓,UNA00510,重慶里,澎湖縣馬公市重慶里漁隆路1號,1.0,17.0,
學校,UNA00605,案山里,"23.557045973200772, 119.58183810341059",1.0,118.0,澎湖縣馬公市案山里25之6號
勞工育樂中心,UNA00544,案山里,澎湖縣馬公市案山里大賢街160號,1.0,117.0,
大樓,UNA00542,案山里,澎湖縣馬公市案山里民樂街97巷37號,1.0,54.0,
經國紀念館,UNA00545,案山里,澎湖縣馬公市案山里經國路111號,1.0,288.0,
大樓,UNA00406,啟明里,澎湖縣馬公市啟明里中山路14號,1.0,20.0,
大樓,UNA00407,啟明里,澎湖縣馬公市啟明里中山路18號,1.0,33.0,
大樓,UNA00409,啟明里,澎湖縣馬公市啟明里中山路20之4號,1.0,20.0,
大樓,UNA00408,啟明里,澎湖縣馬公市啟明里中山路20號,1.0,50.0,
大樓,UNA00403,啟明里,澎湖縣馬公市啟明里中山路4之1號,1.0,13.0,
大樓,UNA00405,啟明里,澎湖縣馬公市啟明里中山路8之1號,1.0,33.0,
大樓,UNA00404,啟明里,澎湖縣馬公市啟明里中山路8號,1.0,33.0,
大樓,UNA00395,啟明里,澎湖縣馬公市啟明里中正路20號,1.0,30.0,
大樓,UNA00521,啟明里,澎湖縣馬公市啟明里中正路22號,1.0,100.0,
旅宿業,UNA00402,啟明里,澎湖縣馬公市啟明里中正路2號,1.0,300.0,
大樓,UNA00401,啟明里,澎湖縣馬公市啟明里中正路30號,1.0,104.0,
旅宿業,UNA00356,啟明里,澎湖縣馬公市啟明里中正路8號,1.0,100.0,
大樓,UNA00387,啟明里,澎湖縣馬公市啟明里仁愛路41號,1.0,40.0,
大樓,UNA00388,啟明里,澎湖縣馬公市啟明里仁愛路43號,1.0,25.0,
大樓,UNA00389,啟明里,澎湖縣馬公市啟明里仁愛路45號,1.0,20.0,
大樓,UNA00390,啟明里,澎湖縣馬公市啟明里仁愛路47號,1.0,10.0,
大樓,UNA00418,啟明里,澎湖縣馬公市啟明里仁愛路61號,1.0,100.0,
大樓,UNA00421,啟明里,澎湖縣馬公市啟明里仁愛路7號,1.0,125.0,
石油公司,UNA00417,啟明里,澎湖縣馬公市啟明里民福路16號,1.0,100.0,
旅宿業,UNA00426,啟明里,澎湖縣馬公市啟明里民福路4號,1.0,80.0,
大樓,UNA00423,啟明里,澎湖縣馬公市啟明里民權路14號,1.0,100.0,
大樓,UNA00420,啟明里,澎湖縣馬公市啟明里民權路14號,1.0,100.0,
大樓,UNA00414,啟明里,澎湖縣馬公市啟明里民權路15號,1.0,10.0,
大樓,UNA00434,啟明里,澎湖縣馬公市啟明里民權路16號,1.0,13.0,
