行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
士林區,WVA02104,名山里,臺北市士林區雨聲街50巷1號,"25.102841,121.528978",1,"618 ",士林分局,,臺北市士林區雨聲街50巷1號
士林區,WVA02105,名山里,臺北市士林區雨聲街50巷8號,"25.102812,121.529151",1,"76 ",士林分局,,臺北市士林區雨聲街50巷8號
士林區,WVA02107,名山里,臺北市士林區雨聲街58巷1號,"25.103172,121.52893",1,"993 ",士林分局,,臺北市士林區雨聲街58巷1號
士林區,WVA01456,名山里,臺北市士林區忠義街1號,"25.105291,121.529931",1,"476 ",士林分局,,臺北市士林區忠義街1號
士林區,WVA01457,名山里,臺北市士林區忠義街1號,"25.105291,121.529931",1,"824 ",士林分局,,臺北市士林區忠義街1號
士林區,WVA01458,名山里,臺北市士林區忠義街1號,"25.105291,121.529931",1,"494 ",士林分局,,臺北市士林區忠義街1號
士林區,WVA02220,百齡里,臺北市士林區華齡街22巷15弄5號,"25.083465,121.520346",1,"290 ",士林分局,,臺北市士林區華齡街22巷15弄5號
士林區,WVA02231,百齡里,臺北市士林區華齡街40巷3弄2號,"25.083613,121.520062",1,"118 ",士林分局,,臺北市士林區華齡街40巷3弄2號
士林區,WVA02532,百齡里,臺北市士林區華齡街40巷10號,"25.083926,121.520293",1,"32 ",士林分局,,臺北市士林區華齡街40巷10號
士林區,WVA02534,百齡里,臺北市士林區華齡街40巷12弄1號,"25.084045,121.520336",1,"164 ",士林分局,,臺北市士林區華齡街40巷12弄1號
士林區,WVA02202,百齡里,臺北市士林區前港街96號,"25.085045,121.519014",1,"208 ",士林分局,,臺北市士林區前港街96號
士林區,WVA02204,百齡里,臺北市士林區福港街259巷29弄1號,"25.084446,121.518894",1,"253 ",士林分局,,臺北市士林區福港街259巷29弄1號
士林區,WVA02206,百齡里,臺北市士林區福港街259巷26號,"25.083998,121.518966",1,"160 ",士林分局,,臺北市士林區福港街259巷26號
士林區,WVA02210,百齡里,臺北市士林區華齡街37號,"25.08378,121.51933",1,"536 ",士林分局,,臺北市士林區華齡街37號
士林區,WVA02211,百齡里,臺北市士林區華齡街47號,"25.084126,121.519257",1,"365 ",士林分局,,臺北市士林區華齡街47號
士林區,WVA02212,百齡里,臺北市士林區華齡街70號,"25.084403,121.519459",1,"269 ",士林分局,,臺北市士林區華齡街70號
士林區,WVA02213,百齡里,臺北市士林區華齡街68號,"25.084427,121.519647",1,"361 ",士林分局,,臺北市士林區華齡街68號
士林區,WVA02214,百齡里,臺北市士林區華齡街64號,"25.084364,121.519778",1,"756 ",士林分局,,臺北市士林區華齡街64號
士林區,WVA02215,百齡里,臺北市士林區華齡街61號,"25.08453,121.519139",1,"257 ",士林分局,,臺北市士林區華齡街61號
士林區,WVA02216,百齡里,臺北市士林區華齡街86號,"25.084743,121.519446",1,"186 ",士林分局,,臺北市士林區華齡街86號
士林區,WVA02223,百齡里,臺北市士林區華齡街35巷1號,"25.083642,121.519136",1,"161 ",士林分局,,臺北市士林區華齡街35巷1號
士林區,WVA02224,百齡里,臺北市士林區華齡街35巷5號,"25.083648,121.518918",1,"157 ",士林分局,,臺北市士林區華齡街35巷5號
士林區,WVA02225,百齡里,臺北市士林區華齡街35巷6號,"25.083759,121.51896",1,"161 ",士林分局,,臺北市士林區華齡街35巷6號
士林區,WVA02234,百齡里,臺北市士林區福港街259巷21號,"25.084098,121.518753",1,"358 ",士林分局,,臺北市士林區福港街259巷21號
士林區,WVA02235,百齡里,臺北市士林區福港街259巷13弄4號,"25.08422,121.51852",1,"322 ",士林分局,,臺北市士林區福港街259巷13弄4號
士林區,WVA02236,百齡里,臺北市士林區福港街259巷13弄8號,"25.084333,121.518502",1,"290 ",士林分局,,臺北市士林區福港街259巷13弄8號
士林區,WVA02238,百齡里,臺北市士林區華齡街74號,"25.084527,121.519454",1,"478 ",士林分局,,臺北市士林區華齡街74號
士林區,WVA02525,百齡里,臺北市士林區華齡街73號,"25.084904,121.519264",1,"390 ",士林分局,,臺北市士林區華齡街73號
士林區,WVA02535,百齡里,臺北市士林區前港街82巷9號,"25.084381,121.51996",1,"160 ",士林分局,,臺北市士林區前港街82巷9號
士林區,WVA02639,百齡里,臺北市士林區前港街102號,"25.085083,121.518776",1,"44 ",士林分局,,臺北市士林區前港街102號
士林區,WVA02208,百齡里,臺北市士林區福港街259巷9弄1號,"25.084076,121.518163",1,"262 ",士林分局,,臺北市士林區福港街259巷9弄1號
士林區,WVA02606,百齡里,臺北市士林區福港街233號,"25.084603,121.517636",1,"244 ",士林分局,,臺北市士林區福港街233號
士林區,WVA02607,百齡里,臺北市士林區福港街237號,"25.08445,121.517612",1,"393 ",士林分局,,臺北市士林區福港街237號
士林區,WVA02638,百齡里,臺北市士林區前港街108號,"25.085113,121.518536",1,"456 ",士林分局,,臺北市士林區前港街108號
士林區,WVA02640,百齡里,臺北市士林區前港街110號,"25.085113,121.518536",1,"197 ",士林分局,,臺北市士林區前港街110號
士林區,WVA02641,百齡里,臺北市士林區前港街110巷9號,"25.084699,121.518534",1,"624 ",士林分局,,臺北市士林區前港街110巷9號
士林區,WVA02642,百齡里,臺北市士林區前港街120巷2號,"25.084979,121.517936",1,"1498 ",士林分局,,臺北市士林區前港街120巷2號
士林區,WVA02646,百齡里,臺北市士林區福港街241巷11號,"25.084482,121.518145",1,"129 ",士林分局,,臺北市士林區福港街241巷11號
士林區,WVA02655,百齡里,臺北市士林區福港街259巷13弄1號,"25.084104,121.518395",1,"170 ",士林分局,,臺北市士林區福港街259巷13弄1號
士林區,WVA02207,百齡里,臺北市士林區華齡街35巷13弄1號,"25.083587,121.518559",1,"93 ",士林分局,,臺北市士林區華齡街35巷13弄1號
士林區,WVA02393,百齡里,臺北市士林區通河東街一段37號,"25.083205,121.516706",1,"106 ",士林分局,,臺北市士林區通河東街一段37號
士林區,WVA02394,百齡里,臺北市士林區通河東街一段38號,"25.083276,121.516672",1,"98 ",士林分局,,臺北市士林區通河東街一段38號
士林區,WVA02395,百齡里,臺北市士林區通河東街一段40號,"25.0834,121.516608",1,"56 ",士林分局,,臺北市士林區通河東街一段40號
士林區,WVA02396,百齡里,臺北市士林區通河東街一段43號,"25.083562,121.516544",1,"88 ",士林分局,,臺北市士林區通河東街一段43號
士林區,WVA02398,百齡里,臺北市士林區通河東街一段83號,"25.083983,121.516405",1,"105 ",士林分局,,臺北市士林區通河東街一段83號
士林區,WVA02399,百齡里,臺北市士林區通河東街一段86號,"25.084197,121.516363",1,"137 ",士林分局,,臺北市士林區通河東街一段86號
士林區,WVA02612,百齡里,臺北市士林區福港街258號,"25.083787,121.517536",1,"288 ",士林分局,,臺北市士林區福港街258號
士林區,WVA02614,百齡里,臺北市士林區福港街261號,"25.083763,121.517703",1,"294 ",士林分局,,臺北市士林區福港街261號
士林區,WVA02615,百齡里,臺北市士林區福港街263號,"25.08357,121.517764",1,"1396 ",士林分局,,臺北市士林區福港街263號
士林區,WVA02616,百齡里,臺北市士林區福港街275號,"25.083321,121.517785",1,"1130 ",士林分局,,臺北市士林區福港街275號
士林區,WVA02657,百齡里,臺北市士林區福港街262巷13號,"25.083815,121.5168",1,"130 ",士林分局,,臺北市士林區福港街262巷13號
士林區,WVA02659,百齡里,臺北市士林區福港街262巷19號,"25.084095,121.516881",1,"136 ",士林分局,,臺北市士林區福港街262巷19號
士林區,WVA02660,百齡里,臺北市士林區福港街272巷1號,"25.08333,121.517556",1,"553 ",士林分局,,臺北市士林區福港街272巷1號
士林區,WVA02661,百齡里,臺北市士林區福港街277巷3號,"25.08339,121.518162",1,"568 ",士林分局,,臺北市士林區福港街277巷3號
士林區,WVA03079,百齡里,臺北市士林區通河東街一段45號,"25.083697,121.516499",1,"660 ",士林分局,,臺北市士林區通河東街一段45號
士林區,WVA02400,百齡里,臺北市士林區通河東街一段91號,"25.084477,121.51633",1,"346 ",士林分局,,臺北市士林區通河東街一段91號
士林區,WVA02401,百齡里,臺北市士林區通河東街一段98號,"25.084937,121.516247",1,"105 ",士林分局,,臺北市士林區通河東街一段98號
士林區,WVA02402,百齡里,臺北市士林區通河東街一段105巷6號,"25.085163,121.516418",1,"341 ",士林分局,,臺北市士林區通河東街一段105巷6號
士林區,WVA02610,百齡里,臺北市士林區福港街252號,"25.084036,121.517508",1,"302 ",士林分局,,臺北市士林區福港街252號
士林區,WVA02643,百齡里,臺北市士林區福港街224巷1號,"25.085274,121.517371",1,"169 ",士林分局,,臺北市士林區福港街224巷1號
士林區,WVA02645,百齡里,臺北市士林區福港街234巷1號,"25.084844,121.517308",1,"968 ",士林分局,,臺北市士林區福港街234巷1號
士林區,WVA02648,百齡里,臺北市士林區福港街244巷1號,"25.084291,121.517296",1,"305 ",士林分局,,臺北市士林區福港街244巷1號
士林區," WVA02649",百齡里,臺北市士林區福港街244巷19號,"25.084326,121.516762",1,"366 ",士林分局,,臺北市士林區福港街244巷19號
士林區,WVA02650,百齡里,臺北市士林區福港街244巷2號,"25.084444,121.517416",1,"357 ",士林分局,,臺北市士林區福港街244巷2號
士林區,WVA02651,百齡里,臺北市士林區福港街244巷20號,"25.084454,121.516688",1,"57 ",士林分局,,臺北市士林區福港街244巷20號
士林區,WVA02652,百齡里,臺北市士林區福港街244巷18弄1號,"25.084588,121.516693",1,"282 ",士林分局,,臺北市士林區福港街244巷18弄1號
士林區,WVA02653,百齡里,臺北市士林區福港街244巷18弄2號,"25.084616,121.516842",1,"52 ",士林分局,,臺北市士林區福港街244巷18弄2號
士林區,WVA02654,百齡里,臺北市士林區福港街244巷18弄6號,"25.084776,121.516842",1,"101 ",士林分局,,臺北市士林區福港街244巷18弄6號
士林區,WVA02656,百齡里,臺北市士林區福港街262巷10號,"25.084116,121.517056",1,"152 ",士林分局,,臺北市士林區福港街262巷10號
士林區,WVA02658,百齡里,臺北市士林區福港街262巷18號,"25.084,121.516862",1,"117 ",士林分局,,臺北市士林區福港街262巷18號
士林區,WVA01440,岩山里,臺北市士林區至誠路一段16號,"25.101278,121.537013",1,"1004 ",士林分局,,臺北市士林區至誠路一段16號
士林區,WVA01446,岩山里,臺北市士林區至誠路一段62巷10弄9號,"25.102018,121.536677",1,"134 ",士林分局,,臺北市士林區至誠路一段62巷10弄9號
士林區,WVA02867,岩山里,臺北市士林區至誠路一段64號,"25.101723,121.536",1,"189 ",士林分局,,臺北市士林區至誠路一段64號
士林區,WVA02939,岩山里,臺北市士林區至誠路一段62巷10弄5號,"25.102041,121.53646",1,"560 ",士林分局,,臺北市士林區至誠路一段62巷10弄5號
士林區,WVA03105,岩山里,臺北市士林區至誠路一段62巷10弄1號,"25.101838,121.536396",1,"413 ",士林分局,,臺北市士林區至誠路一段62巷10弄1號
士林區,WVA01441,岩山里,臺北市士林區至誠路一段96號,"25.101685,121.535078",1,"369 ",士林分局,,臺北市士林區至誠路一段96號
士林區,WVA01442,岩山里,臺北市士林區至誠路一段136巷10號,"25.102153,121.534889",1,"197 ",士林分局,,臺北市士林區至誠路一段136巷10號
士林區,WVA01444,岩山里,臺北市士林區至誠路一段62巷12號,"25.101676,121.53633",1,"82 ",士林分局,,臺北市士林區至誠路一段62巷12號
士林區,WVA01615,岩山里,臺北市士林區忠義街71巷27號,"25.105948,121.533109",1,"520 ",士林分局,,臺北市士林區忠義街71巷27號
士林區,WVA01617,岩山里,臺北市士林區忠義街91巷16號,"25.106147,121.533006",1,"298 ",士林分局,,臺北市士林區忠義街91巷16號
士林區,WVA01979,岩山里,臺北市士林區芝玉路一段197巷2號,"25.107614,121.533276",1,"390 ",士林分局,,臺北市士林區芝玉路一段197巷2號
士林區,WVA01980,岩山里,臺北市士林區芝玉路一段197巷21號,"25.107085,121.533308",1,"290 ",士林分局,,臺北市士林區芝玉路一段197巷21號
士林區,WVA01986,岩山里,臺北市士林區芝玉路一段197巷6號,"25.107371,121.533176",1,"1433 ",士林分局,,臺北市士林區芝玉路一段197巷6號
士林區,WVA01987,岩山里,臺北市士林區芝玉路一段197巷25弄1號,"25.106968,121.533531",1,"302 ",士林分局,,臺北市士林區芝玉路一段197巷25弄1號
士林區,WVA01988,岩山里,臺北市士林區芝玉路一段197巷25弄2號,"25.106847,121.533347",1,"257 ",士林分局,,臺北市士林區芝玉路一段197巷25弄2號
士林區,WVA01989,岩山里,臺北市士林區芝玉路一段197巷25弄22號,"25.106442,121.53361",1,"221 ",士林分局,,臺北市士林區芝玉路一段197巷25弄22號
士林區,WVA01990,岩山里,臺北市士林區芝玉路一段197巷25弄24號,"25.106341,121.533601",1,"696 ",士林分局,,臺北市士林區芝玉路一段197巷25弄24號
士林區,WVA01991,岩山里,臺北市士林區芝玉路一段197巷25弄6號,"25.106842,121.533561",1,"674 ",士林分局,,臺北市士林區芝玉路一段197巷25弄6號
士林區,WVA02722,岩山里,臺北市士林區忠義街71巷17號,"25.105817,121.532835",1,"630 ",士林分局,,臺北市士林區忠義街71巷17號
士林區,WVA02827,岩山里,臺北市士林區雨聲街165巷74號,"25.102423,121.535177",1,"352 ",士林分局,,臺北市士林區雨聲街165巷74號
士林區,WVA02834,岩山里,臺北市士林區雨聲街205號,"25.1016,121.533776",1,"705 ",士林分局,,臺北市士林區雨聲街205號
士林區,WVA03175,岩山里,臺北市士林區芝玉路一段197巷5號,"25.10733,121.533497",3,"1910 ",士林分局,,臺北市士林區芝玉路一段197巷5號
士林區,WVA03291,岩山里,臺北市士林區至誠路一段138號,"25.101635,121.534763",1,"3417 ",士林分局,,臺北市士林區至誠路一段138號
士林區,WVA01606,岩山里,臺北市士林區忠義街109號,"25.106877,121.532621",1,"790 ",士林分局,,臺北市士林區忠義街109號
士林區,WVA01607,岩山里,臺北市士林區忠義街119號,"25.107588,121.532799",1,"168 ",士林分局,,臺北市士林區忠義街119號
士林區,WVA01610,岩山里,臺北市士林區忠義街77號,"25.106072,121.531876",1,"272 ",士林分局,,臺北市士林區忠義街77號
士林區,WVA01613,岩山里,臺北市士林區忠義街97號,"25.106535,121.532498",1,"525 ",士林分局,,臺北市士林區忠義街97號
士林區,WVA01618,岩山里,臺北市士林區忠義街91巷6號,"25.106131,121.532323",2,"420 ",士林分局,,臺北市士林區忠義街91巷6號
士林區,WVA01981,岩山里,臺北市士林區芝玉路一段197巷24號,"25.106904,121.532932",1,"333 ",士林分局,,臺北市士林區芝玉路一段197巷24號
士林區,WVA01982,岩山里,臺北市士林區芝玉路一段197巷28號,"25.106743,121.533036",1,"385 ",士林分局,,臺北市士林區芝玉路一段197巷28號
士林區,WVA01983,岩山里,臺北市士林區芝玉路一段197巷31號,"25.10661,121.533203",1,"941 ",士林分局,,臺北市士林區芝玉路一段197巷31號
士林區,WVA02058,岩山里,臺北市士林區忠義街91巷1號,"25.106347,121.532525",1,"453 ",士林分局,,臺北市士林區忠義街91巷1號
士林區,WVA02069,岩山里,臺北市士林區忠義街71巷13弄11號,"25.106133,121.532702",1,"1182 ",士林分局,,臺北市士林區忠義街71巷13弄11號
士林區,WVA02070,岩山里,臺北市士林區忠義街71巷13弄8號,"25.106059,121.532855",1,"548 ",士林分局,,臺北市士林區忠義街71巷13弄8號
士林區,WVA02731,岩山里,臺北市士林區忠義街117號,"25.107502,121.532754",1,"1364 ",士林分局,,臺北市士林區忠義街117號
士林區,WVA01354,岩山里,臺北市士林區仰德大道一段16號,"25.10113,121.537876",1,"188 ",士林分局,,臺北市士林區仰德大道一段16號
士林區,WVA01445,岩山里,臺北市士林區至誠路一段62巷70號,"25.102681,121.535236",1,"300 ",士林分局,,臺北市士林區至誠路一段62巷70號
士林區,WVA00247,忠誠里,臺北市士林區德行東路110號,"25.107666,121.52869",1,"70 ",士林分局,,臺北市士林區德行東路110號
士林區,WVA00250,忠誠里,臺北市士林區德行東路136號,"25.107914,121.5292",1,"40 ",士林分局,,臺北市士林區德行東路136號
士林區,WVA00253,忠誠里,臺北市士林區德行東路156號,"25.1081,121.529743",1,"36 ",士林分局,,臺北市士林區德行東路156號
士林區,WVA00254,忠誠里,臺北市士林區德行東路158號,"25.108115,121.529782",1,"42 ",士林分局,,臺北市士林區德行東路158號
士林區,WVA00279,忠誠里,臺北市士林區德行東路132巷1弄1號,"25.107744,121.529264",1,"780 ",士林分局,,臺北市士林區德行東路132巷1弄1號
士林區,WVA00280,忠誠里,臺北市士林區德行東路132巷3弄2號,"25.107409,121.529385",1,"1206 ",士林分局,,臺北市士林區德行東路132巷3弄2號
士林區,WVA00281,忠誠里,臺北市士林區德行東路90巷15-17號,"25.106943,121.528024",1,"33 ",士林分局,,臺北市士林區德行東路90巷15-17號
士林區,WVA00309,忠誠里,臺北市士林區德行東路90巷21弄12號,"25.106672,121.528553",1,"369 ",士林分局,,臺北市士林區德行東路90巷21弄12號
士林區,WVA00312,忠誠里,臺北市士林區德行東路104巷5弄2號,"25.107306,121.528679",1,"3256 ",士林分局,,臺北市士林區德行東路104巷5弄2號
士林區,WVA00313,忠誠里,臺北市士林區德行東路104巷9弄2號,"25.106687,121.528789",1,"1090 ",士林分局,,臺北市士林區德行東路104巷9弄2號
士林區,WVA02689,忠誠里,臺北市士林區德行東路118號,"25.107703,121.528803",1,"98 ",士林分局,,臺北市士林區德行東路118號
士林區,WVA02690,忠誠里,臺北市士林區德行東路150號,"25.108056,121.529621",1,"137 ",士林分局,,臺北市士林區德行東路150號
士林區,WVA02721,忠誠里,臺北市士林區德行東路132巷1號,"25.106999,121.529352",1,"346 ",士林分局,,臺北市士林區德行東路132巷1號
士林區,WVA02750,忠誠里,臺北市士林區德行東路90巷21弄2號,"25.106628,121.52822",1,"190 ",士林分局,,臺北市士林區德行東路90巷21弄2號
士林區,WVA02788,忠誠里,臺北市士林區忠誠路一段184號,"25.107686,121.529883",1,"1698 ",士林分局,,臺北市士林區忠誠路一段184號
士林區,WVA02966,忠誠里,臺北市士林區忠誠路一段138號,"25.106327,121.529193",1,"505 ",士林分局,,臺北市士林區忠誠路一段138號
士林區,WVA03202,忠誠里,臺北市士林區德行東路106號,"25.107631,121.528604",1,"2625 ",士林分局,,臺北市士林區德行東路106號
士林區,WVA00292,忠誠里,臺北市士林區德行東路46巷3弄10號,"25.106812,121.526926",1,"189 ",士林分局,,臺北市士林區德行東路46巷3弄10號
士林區,WVA00293,忠誠里,臺北市士林區德行東路46巷3弄2號,"25.106695,121.526338",1,"212 ",士林分局,,臺北市士林區德行東路46巷3弄2號
士林區,WVA00295,忠誠里,臺北市士林區德行東路46巷5弄10號,"25.106432,121.526888",1,"233 ",士林分局,,臺北市士林區德行東路46巷5弄10號
士林區,WVA00296,忠誠里,臺北市士林區德行東路46巷5弄2號,"25.106375,121.526391",1,"233 ",士林分局,,臺北市士林區德行東路46巷5弄2號
