類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
地下室,新光人壽,JRA00033,東寮里,彰化縣溪湖鎮東寮里彰水路四段43號,23.96702117,120.4798129,"1 ","175 ",,彰化縣溪湖鎮東寮里彰水路四段43號
地下室,大學士公寓大樓,JRA00041,東寮里,彰化縣溪湖鎮東寮里彰水路四段150號,23.96906449,120.4801597,"1 ","615 ",,彰化縣溪湖鎮東寮里彰水路四段150號
地下室,陳誠政,JRA00038,太平里,彰化縣溪湖鎮太平里員鹿路三段185號,23.9611291,120.4792913,"1 ","295 ",,彰化縣溪湖鎮太平里員鹿路三段185號
地下室,溪湖圖書館,JRA00016,太平里,彰化縣溪湖鎮太平里太平街57號,23.960909,120.478623,"1 ","321 ",,彰化縣溪湖鎮太平里太平街57號
地下室,黃建盛,JRA00034,太平里,彰化縣溪湖鎮太平里太平街131號,23.96249289,120.4786587,"1 ","256 ",,彰化縣溪湖鎮太平里太平街131號
地下室,三環企業公司,JRA00008,河東里,彰化縣溪湖鎮河東里二溪路二段584號,23.95918021,120.4532481,"1 ","77 ",,彰化縣溪湖鎮河東里二溪路二段584號
地下室,陳佩如,JRA00037,湖西里,彰化縣溪湖鎮湖西里大公路8號,23.96011699,120.4755551,"1 ","410 ",,彰化縣溪湖鎮湖西里大公路8號
地下室,楊施葉,JRA00022,湖西里,彰化縣溪湖鎮湖西里二溪路一段150號,23.959745,120.4759786,"1 ","122 ",,彰化縣溪湖鎮湖西里二溪路一段150號
地下室,楊儒烈,JRA00025,湖西里,彰化縣溪湖鎮湖西里二溪路一段148號,23.9598392,120.4760521,"1 ","105 ",,彰化縣溪湖鎮湖西里二溪路一段148號
地下室,榮華富貴大樓,JRA00039,湖西里,彰化縣溪湖鎮華中街5號,23.95807664,120.476976,"1 ","369 ",,彰化縣溪湖鎮華中街5號
地下室,展亞商務旅館,JRA00032,大突里,彰化縣溪湖鎮大突里大公路179號,23.96203778,120.4727607,"1 ","267 ",,彰化縣溪湖鎮大突里大公路179號
地下室,西環特區,JRA00102,大竹里,彰化縣溪湖鎮大竹里西環路177號,23.95679829,120.4774054,"1 ","1,434 ",,彰化縣溪湖鎮大竹里西環路177號
地下室,溪湖衛生所,JRA00106,湖東里,彰化縣溪湖鎮湖東里青雅路36號,23.966048,120.4833216,"1 ","297 ",,彰化縣溪湖鎮湖東里青雅路36號
地下室,溪湖消防分隊,JRA00027,湖東里,彰化縣溪湖鎮湖東里大溪路二段330號,23.9652831,120.482766,"1 ","203 ",,彰化縣溪湖鎮湖東里大溪路二段330號
地下室,維美家紡工業公司,JRA00011,東溪里,彰化縣溪湖鎮員鹿路一段42號,23.95290384,120.5117626,"1 ","55 ",,彰化縣溪湖鎮員鹿路一段42號
地下室,花俊民,JRA00104,光平里,彰化縣溪湖鎮行政街262之1號,23.96187188,120.4812071,"1 ","206 ",,彰化縣溪湖鎮行政街262之1號
地下室,真耶穌教會,JRA00031,光平里,彰化縣溪湖鎮東環路425之1號,23.96120408,120.482318,"1 ","327 ",,彰化縣溪湖鎮東環路425之1號
地下室,國泰人壽,JRA00029,光平里,彰化縣溪湖鎮東環路555號,23.96362658,120.4810554,"1 ","321 ",,彰化縣溪湖鎮東環路555號
地下室,溪湖鎮第一公有零售市場,JRA00019,平和里,彰化縣溪湖鎮民生街9號,23.95831508,120.480072,"1 ","1,774 ",,彰化縣溪湖鎮民生街9號
地下室,溪湖地政事務所,JRA00018,湖西里,彰化縣溪湖鎮大公路99號,23.96133772,120.4745556,"1 ","177 ",,彰化縣溪湖鎮大公路99號
地下室,溪湖高中,JRA00098,湖東里,彰化縣溪湖鎮大溪路二段86號,23.96830889,120.4871618,"1 ","1,080 ",,彰化縣溪湖鎮大溪路二段86號
地下室,溪湖高中,JRA00101,湖東里,彰化縣溪湖鎮大溪路二段86號,23.96823046,120.4872048,"1 ","958 ",,彰化縣溪湖鎮大溪路二段86號
地下室,喬統工業公司,JRA00040,西寮里,彰化縣溪湖鎮員鹿路四段660號,23.98031475,120.4697247,"1 ","17 ",,彰化縣溪湖鎮員鹿路四段660號
地下室,昱欣塑膠公司,JRA00030,西寮里,彰化縣溪湖鎮忠工路262號,23.95463034,120.4834456,"1 ","42 ",,彰化縣溪湖鎮忠工路262號
地下室,洪隆企業公司,JRA00006,西寮里,彰化縣溪湖鎮員鹿路後溪巷99號,23.95334377,120.4838524,"1 ","20 ",,彰化縣溪湖鎮員鹿路後溪巷99號
地下室,彰益車業公司,JRA00024,西寮里,彰化縣溪湖鎮員鹿路後溪巷79之61號,23.95269677,120.484692,"1 ","73 ",,彰化縣溪湖鎮員鹿路後溪巷79之61號
地下室,健美企業,JRA00028,太平里,彰化縣溪湖鎮地政路252號,23.96568719,120.4773996,"1 ","1,274 ",,彰化縣溪湖鎮地政路252號
地下室,桂宬公司,JRA00046,忠覺里,彰化縣溪湖鎮忠工路24號,23.94922422,120.4834879,"1 ","53 ",,彰化縣溪湖鎮忠工路24號
地下室,埔心鄉圖書館,JRA00048,義民村,彰化縣埔心鄉義民村員鹿路二段328號,23.95356314,120.5442848,"1 ","211 ",,彰化縣埔心鄉義民村員鹿路二段328號
地下室,正大造紙廠,JRA00049,東門村,彰化縣埔心鄉東門村中正路216號,23.9544163,120.574717,"1 ","91 ",,彰化縣埔心鄉東門村中正路216號
地下室,通發橡膠公司,JRA00050,油車村,彰化縣埔心鄉油車村瑤鳳路二段406號,23.96174231,120.5414956,"1 ","38 ",,彰化縣埔心鄉油車村瑤鳳路二段406號
地下室,結華車料公司,JRA00054,瓦北村,彰化縣埔心鄉瓦北村瑤鳳路一段340號,23.95826371,120.5522772,"1 ","214 ",,彰化縣埔心鄉瓦北村瑤鳳路一段340號
地下室,員林紡織公司,JRA00056,太平村,彰化縣埔心鄉太平村自強路67號,23.93815126,120.5603897,"1 ","262 ",,彰化縣埔心鄉太平村自強路67號
地下室,信國塑膠,JRA00057,埔心村,彰化縣埔心鄉埔心村員鹿路三段320號,23.95003869,120.531835,"1 ","142 ",,彰化縣埔心鄉埔心村員鹿路三段320號
地下室,源益製罐公司,JRA00058,東門村,彰化縣埔心鄉東門村員鹿路二段189號,23.95291896,120.5467256,"1 ","157 ",,彰化縣埔心鄉東門村員鹿路二段189號
地下室,華德美紙廠-洪成國,JRA00059,瓦北村,彰化縣埔心鄉瓦北村員鹿路一段345號,23.954353,120.5554526,"1 ","242 ",,彰化縣埔心鄉瓦北村員鹿路一段345號
地下室,尚峰與業公司,JRA00061,瓦北村,彰化縣埔心鄉瓦北村瑤鳳路一段320號,23.95772971,120.5537439,"1 ","204 ",,彰化縣埔心鄉瓦北村瑤鳳路一段320號
地下室,台隆塑膠公司,JRA00062,瓦南村,彰化縣埔心鄉瓦南村中山路311號,23.94735808,120.5636321,"1 ","213 ",,彰化縣埔心鄉瓦南村中山路311號
地下室,佑叡公司,JRA00100,東門村,彰化縣埔心鄉東門村員鹿路2段197號,23.95278352,120.5465358,"1 ","72 ",,彰化縣埔心鄉東門村員鹿路2段197號
地下室,五山食品,JRA00095,瓦北村,彰化縣埔心鄉瓦北村員鹿路5之31號,23.9574598,120.5626653,"1 ","100 ",,彰化縣埔心鄉瓦北村員鹿路5之31號
地下室,尚記建設,JRA00085,東門村,彰化縣埔心鄉東門村中正路一段98號,23.95165144,120.5485271,"1 ","164 ",,彰化縣埔心鄉東門村中正路一段98號
地下室,傑欣貿易公司,JRA00086,瓦北村,彰化縣埔心鄉柳橋東323號,23.95660918,120.5501921,"1 ","81 ",,彰化縣埔心鄉柳橋東323號
地下室,國章建設公司,JRA00087,東門村,彰化縣埔心鄉東門村中正路一段350號,23.95190323,120.5428284,"1 ","117 ",,彰化縣埔心鄉東門村中正路一段350號
地下室,川奇機械公司,JRA00088,經口村,彰化縣埔心鄉經口村經口路23號,23.94615512,120.5560873,"1 ","246 ",,彰化縣埔心鄉經口村經口路23號
地下室,有為工業公司,JRA00089,經口村,彰化縣埔心鄉經口村柳橋西路75號,23.9471311,120.5598678,"1 ","40 ",,彰化縣埔心鄉經口村柳橋西路75號
地下室,普明開發公司,JRA00090,東門村,彰化縣埔心鄉東門村新興路122號,23.9509579,120.547752,"1 ","264 ",,彰化縣埔心鄉東門村新興路122號
地下室,山雲建設,JRA00091,義民村,彰化縣埔心鄉義民村育英路5之2號,23.9535603,120.5428585,"1 ","612 ",,彰化縣埔心鄉義民村育英路5之2號
地下室,明聖國小,JRA00093,瓦北村,彰化縣埔心鄉瓦北村西安南路178號,23.95159989,120.5574114,"1 ","1,163 ",,彰化縣埔心鄉瓦北村西安南路178號
地下室,埔心國中,JRA00094,義民村,彰化縣埔心鄉義民村忠義北路51號,23.95416135,120.54303,"1 ","1,071 ",,彰化縣埔心鄉義民村忠義北路51號
地下室,五山食品,JRA00095,瓦北村,彰化縣埔心鄉瓦北村柳橋東路250號,23.95194921,120.5529283,"1 ","338 ",,彰化縣埔心鄉瓦北村柳橋東路250號
地下室,大潤發員林店,JRA00097,瓦南村,彰化縣埔心鄉瓦南村中山路319號,23.94768,120.56357,"1 ","4,595 ",,彰化縣埔心鄉瓦南村中山路319號
地下室,黃共明,JRA00099,經口村,彰化縣埔心鄉經口村經口路77巷51號,23.94570683,120.5541085,"1 ","90 ",,彰化縣埔心鄉經口村經口路77巷51號
地下室,埔心鄉公所,JRA00103,義民村,彰化縣埔心鄉義民村員鹿路二段344號,23.95329934,120.5435856,"1 ","868 ",,彰化縣埔心鄉義民村員鹿路二段344號
