類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
大樓,"王永和(聯發塑膠公司)   ",JOA00122,大新里,彰化縣北斗鎮大新里四海路78號,23.86680551,120.5506601,1.0,"18 ",,彰化縣北斗鎮大新里四海路78號
大樓,"王炎成(好品味) ",JOA00123,大新里,彰化縣北斗鎮大新里新工一路108號,23.8687657,120.5496741,1.0,"111 ",,彰化縣北斗鎮大新里新工一路108號
大樓,信鋐工業,JOA00109,大新里,彰化縣北斗鎮大新里四海路2段2巷79號,23.86686594,120.5499748,1.0,"80 ",,彰化縣北斗鎮大新里四海路2段2巷79號
大樓,合興工業,JOA00139,大新里,彰化縣北斗鎮大新里新工一路103號,23.86838103,120.5506042,1.0,"135 ",,彰化縣北斗鎮大新里新工一路103號
大樓,邱清源(聯豪公司),JOA00133,大新里,彰化縣北斗鎮大新里新工路76號,23.86764985,120.5515528,1.0,"112 ",,彰化縣北斗鎮大新里新工路76號
大樓,"翁朝濱(貞宇公司) ",JOA00153,大新里,彰化縣北斗鎮大新里新工三路3段89號,23.86791469,120.5515635,1.0,"55 ",,彰化縣北斗鎮大新里新工三路3段89號
大樓,瑞銘金屬工業,JOA00128,大新里,彰化縣北斗鎮大新里四海路2段35號,23.86803511,120.5494558,1.0,"34 ",,彰化縣北斗鎮大新里四海路2段35號
大樓,惠普醫工,JOA00120,大新里,彰化縣北斗鎮大新里新工一路100號,23.86878147,120.5503203,1.0,"66 ",,彰化縣北斗鎮大新里新工一路100號
大樓,台灣生物製劑,JOA00158,大新里,彰化縣北斗鎮大新里財神路20號,23.86875555,120.55204,1.0,"61 ",,彰化縣北斗鎮大新里財神路20號
大樓,寶緯公司,JOA00168,大新里,彰化縣北斗鎮大新里財神路30號,23.86939022,120.5521716,1.0,"1,193 ",,彰化縣北斗鎮大新里財神路30號
大樓,大威興業有限公司,JOA00141,大新里,彰化縣北斗鎮大新里四海路1段88號,23.86677562,120.5506342,1.0,"398 ",,彰化縣北斗鎮大新里四海路1段88號
大樓,北斗奠安宮,JOA00050,光復里,彰化縣北斗鎮光復里中華路123號,23.87318986,120.525239,1.0,"153 ",,彰化縣北斗鎮光復里中華路123號
大樓,北斗稅捐處,JOA00033,光復里,彰化縣北斗鎮光復里光復路238號,23.87526374,120.5243613,1.0,"96 ",,彰化縣北斗鎮光復里光復路238號
大樓,"北斗家商 ",JOA00157,大道里,彰化縣北斗鎮大道里學府路50號,23.87842897,120.5226246,1.0,"230 ",,彰化縣北斗鎮大道里學府路50號
大樓,"北斗家商 ",JOA00031,大道里,彰化縣北斗鎮大道里文苑路17號,23.87756092,120.5184169,1.0,"154 ",,彰化縣北斗鎮大道里文苑路17號
大樓,"北斗家商 ",JOA00032,大道里,彰化縣北斗鎮大道里學府路50號,23.87848784,120.5225066,1.0,"596 ",,彰化縣北斗鎮大道里學府路50號
大樓,"北斗家商 ",JOA00064,大道里,彰化縣北斗鎮大道里學府路50號,23.87834068,120.5226568,1.0,"357 ",,彰化縣北斗鎮大道里學府路50號
